,average_month_invites,average_week_invites,diff_day_first,diff_day_second,diff_days_mean,diff_days_last,diff_days_prelast,diff_test_date_and_last_invite,end_date_clientstart_median,end_date_clientstart_max-min,difference_median_and_max-min,diff_first_lastdt,diff_between_end_date_and_first_client,clients_per_day,clients_invited_last_30_days,clients_invited_last_60_days,clients_invited_last_90_days,clients_invited_last_180_days,clients_invited_last_270_days,clients_invited_last_365_days,churn
235850,1.5,1.125,26.0,22.0,19.77777777777778,10.0,1.0,26,94,178,84,16.0,204,22.666666666666668,1,3,3,8,9,9,1
235891,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,224,224,0,-224,0.0,224,224.0,0,0,0,0,1,1,0
235914,1.8,1.2857142857142858,49.0,9.0,17.88888888888889,60.0,10.0,18,107,161,54,-11.0,179,19.88888888888889,1,1,3,9,9,9,0
236027,2.0,1.4,3.0,24.0,12.142857142857142,4.0,21.0,18,70,170,99,-1.0,188,13.428571428571429,2,5,9,12,14,14,1
236096,1.0,1.0,217.0,-100.0,108.5,217.0,-100.0,10,118,217,98,0.0,227,113.5,1,1,1,1,2,2,1
236127,1.5,1.0,28.0,19.0,15.666666666666666,19.0,28.0,130,149,47,-102,9.0,177,59.0,0,0,0,3,3,3,0
236209,2.0,2.0,0.0,-100.0,0.0,0.0,-100.0,37,37,0,-37,0.0,37,18.5,0,2,2,2,2,2,0
236304,10.2,3.0,3.0,3.0,2.411764705882353,6.0,7.0,10,71,123,52,-3.0,133,2.607843137254902,7,19,31,51,51,51,1
236310,1.3333333333333333,1.3333333333333333,32.0,2.0,15.75,29.0,2.0,85,115,63,-52,3.0,148,37.0,0,0,1,4,4,4,0
236384,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,180,180,0,-180,0.0,180,180.0,0,0,0,1,1,1,0
236386,3.3333333333333335,2.0,9.0,0.0,6.95,1.0,3.0,80,106,139,33,8.0,219,10.95,0,0,3,13,20,20,0
236393,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,215,215,0,-215,0.0,215,215.0,0,0,0,0,1,1,0
236441,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,218,218,0,-218,0.0,218,218.0,0,0,0,0,1,1,0
236449,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,134,134,0,-134,0.0,134,134.0,0,0,0,1,1,1,1
236551,1.5,1.0,1.0,33.0,11.333333333333334,33.0,1.0,192,225,34,-191,-32.0,226,75.33333333333333,0,0,0,0,3,3,1
236568,15.833333333333334,3.8,10.0,1.0,1.8736842105263158,5.0,9.0,5,107,178,71,5.0,183,1.9263157894736842,6,17,36,94,95,95,1
236601,1.4285714285714286,1.4285714285714286,36.0,1.0,20.9,30.0,21.0,16,171,209,38,6.0,225,22.5,1,2,3,5,10,10,1
236614,1.0,1.0,74.0,36.0,33.2,34.0,22.0,44,100,166,66,40.0,210,42.0,0,1,2,4,5,5,0
236641,2.5,1.0,22.0,11.0,11.0,17.0,5.0,156,178,55,-123,5.0,211,42.2,0,0,0,3,5,5,0
236682,2.6666666666666665,1.1428571428571428,17.0,3.0,10.4375,18.0,8.0,45,120,167,47,-1.0,212,13.25,0,1,4,13,16,16,1
236722,11.0,3.2083333333333335,9.0,0.0,2.5974025974025974,0.0,0.0,4,95,200,105,9.0,204,2.6493506493506493,10,22,35,68,77,77,1
236799,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,206,206,0,-206,0.0,206,206.0,0,0,0,0,1,1,0
236807,1.3333333333333333,1.3333333333333333,41.0,0.0,33.75,94.0,0.0,91,185,135,-50,-53.0,226,56.5,0,0,0,1,4,4,0
236866,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,114,114,0,-114,0.0,114,114.0,0,0,0,1,1,1,0
236905,3.4,1.2142857142857142,0.0,12.0,8.529411764705882,8.0,6.0,4,85,145,60,-8.0,149,8.764705882352942,6,8,10,17,17,17,1
237026,1.75,1.1666666666666667,1.0,26.0,27.285714285714285,20.0,98.0,5,162,191,29,-19.0,196,28.0,2,2,2,5,7,7,1
237050,3.25,1.5294117647058822,7.0,0.0,7.923076923076923,35.0,23.0,12,176,206,30,-28.0,218,8.384615384615385,1,2,4,15,26,26,1
237065,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,179,179,0,-179,0.0,179,179.0,0,0,0,1,1,1,0
237120,1.3333333333333333,1.3333333333333333,4.0,33.0,46.0,147.0,33.0,11,174,184,9,-143.0,195,48.75,1,1,1,2,4,4,1
237121,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,225,225,0,-225,0.0,225,225.0,0,0,0,0,1,1,0
237252,3.75,1.7647058823529411,23.0,5.0,7.5,8.0,4.0,4,98,225,126,15.0,229,7.633333333333334,5,9,11,27,30,30,1
237280,2.0,2.0,5.0,-100.0,2.5,5.0,-100.0,66,68,5,-64,0.0,71,35.5,0,0,2,2,2,2,0
237336,20.666666666666668,6.888888888888889,0.0,0.0,1.032258064516129,0.0,1.0,63,86,64,-22,0.0,127,2.0483870967741935,0,0,36,62,62,62,0
237352,1.25,1.0,19.0,21.0,42.4,18.0,154.0,4,176,212,36,1.0,216,43.2,2,2,2,3,5,5,1
237358,2.0,1.0,1.0,-100.0,0.5,1.0,-100.0,225,225,1,-225,0.0,226,113.0,0,0,0,0,2,2,0
237614,12.666666666666666,3.619047619047619,1.0,0.0,2.0657894736842106,11.0,8.0,54,143,157,13,-10.0,211,2.776315789473684,0,1,5,55,76,76,0
237625,1.0,1.0,73.0,72.0,48.333333333333336,72.0,73.0,78,150,145,-5,1.0,223,74.33333333333333,0,0,1,2,3,3,1
237709,2.1666666666666665,1.3,36.0,12.0,12.538461538461538,4.0,17.0,15,102,163,61,32.0,178,13.692307692307692,2,4,4,13,13,13,1
237764,21.333333333333332,7.111111111111111,0.0,3.0,0.9375,0.0,0.0,128,165,60,-105,0.0,188,2.9375,0,0,0,59,64,64,0
237832,1.6666666666666667,1.25,2.0,2.0,35.2,50.0,122.0,4,176,176,0,-48.0,180,36.0,1,2,2,5,5,5,0
237939,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,71,71,0,-71,0.0,71,71.0,0,0,1,1,1,1,0
237942,10.142857142857142,4.176470588235294,11.0,41.0,2.887323943661972,11.0,0.0,4,80,205,125,0.0,209,2.943661971830986,11,25,42,69,71,71,1
237945,9.0,3.0,3.0,1.0,2.5185185185185186,2.0,4.0,79,114,68,-46,1.0,147,5.444444444444445,0,0,3,27,27,27,0
237993,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,106,106,0,-106,0.0,106,106.0,0,0,0,1,1,1,0
238008,1.0,1.0,47.0,-100.0,23.5,47.0,-100.0,178,201,47,-155,0.0,225,112.5,0,0,0,1,2,2,0
238053,1.0,1.0,14.0,55.0,23.75,26.0,55.0,102,155,95,-61,-12.0,197,49.25,0,0,0,2,4,4,0
238073,1.25,1.25,10.0,29.0,20.4,35.0,27.0,15,123,204,80,-25.0,219,21.9,1,2,3,8,10,10,1
238100,3.142857142857143,1.5714285714285714,0.0,1.0,8.818181818181818,4.0,9.0,25,188,194,5,-4.0,219,9.954545454545455,2,4,6,9,22,22,1
238140,1.3333333333333333,1.3333333333333333,0.0,107.0,33.0,25.0,107.0,84,162,132,-31,-25.0,216,54.0,0,0,1,2,4,4,1
238158,2.142857142857143,1.1538461538461537,20.0,5.0,12.4,24.0,3.0,5,103,186,83,-4.0,191,12.733333333333333,2,5,6,14,15,15,1
238203,1.0,1.0,94.0,-100.0,47.0,94.0,-100.0,64,111,94,-17,0.0,158,79.0,0,0,1,2,2,2,0
238408,7.166666666666667,2.6875,4.0,0.0,4.023255813953488,38.0,45.0,43,169,173,4,-34.0,216,5.023255813953488,0,1,2,26,43,43,1
238436,1.0,1.0,31.0,29.0,24.833333333333332,43.0,40.0,67,153,149,-4,-12.0,216,36.0,0,0,1,4,6,6,0
238444,1.2,1.0,6.0,60.0,29.0,48.0,7.0,15,96,174,77,-42.0,189,31.5,1,1,3,4,6,6,1
238560,9.0,2.25,1.0,0.0,3.2222222222222223,7.0,4.0,5,40,87,47,-6.0,92,3.4074074074074074,10,20,24,27,27,27,1
238584,2.2857142857142856,1.4545454545454546,3.0,0.0,9.875,10.0,14.0,30,152,158,5,-7.0,188,11.75,1,3,4,13,16,16,1
238595,2.5,2.5,5.0,1.0,2.0,3.0,1.0,180,184,10,-174,2.0,190,38.0,0,0,0,1,5,5,0
238629,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,150,150,0,-150,0.0,150,150.0,0,0,0,1,1,1,0
238650,5.8,2.6363636363636362,11.0,3.0,5.586206896551724,0.0,1.0,11,77,162,85,11.0,173,5.9655172413793105,8,12,16,29,29,29,1
238679,1.0,1.0,51.0,66.0,45.0,63.0,66.0,7,103,180,77,-12.0,187,46.75,1,1,2,3,4,4,1
238694,15.857142857142858,5.045454545454546,6.0,3.0,1.6216216216216217,6.0,0.0,5,81,180,99,0.0,185,1.6666666666666667,9,35,62,110,111,111,1
238708,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,77,77,0,-77,0.0,77,77.0,0,0,1,1,1,1,0
238717,5.0,2.0,0.0,5.0,4.2,0.0,8.0,30,76,84,7,0.0,114,5.7,2,6,13,20,20,20,1
238760,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,170,170,0,-170,0.0,170,170.0,0,0,0,1,1,1,0
238789,2.0,1.2,1.0,77.0,19.833333333333332,29.0,4.0,11,48,119,71,-28.0,130,21.666666666666668,1,4,4,6,6,6,0
238937,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,185,185,0,-185,0.0,185,185.0,0,0,0,0,1,1,0
238948,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,196,196,0,-196,0.0,196,196.0,0,0,0,0,1,1,0
238982,8.0,3.111111111111111,0.0,13.0,3.2142857142857144,5.0,7.0,5,86,180,93,-5.0,185,3.3035714285714284,13,26,36,54,56,56,1
239177,1.0,1.0,21.0,-100.0,10.5,21.0,-100.0,164,174,21,-154,0.0,185,92.5,0,0,0,1,2,2,0
239197,1.0,1.0,14.0,29.0,20.75,40.0,29.0,102,156,83,-74,-26.0,185,46.25,0,0,0,3,4,4,0
239206,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,176,176,0,-176,0.0,176,176.0,0,0,0,1,1,1,1
239336,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,73,73,0,-73,0.0,73,73.0,0,0,1,1,1,1,0
239337,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,162,162,0,-162,0.0,162,162.0,0,0,0,1,1,1,0
239360,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,19,19,0,-19,0.0,19,19.0,1,1,1,1,1,1,1
239378,1.0,1.0,36.0,37.0,24.333333333333332,37.0,36.0,26,63,73,10,-1.0,99,33.0,1,1,2,3,3,3,1
239435,1.0,1.0,104.0,-100.0,52.0,104.0,-100.0,73,125,104,-21,0.0,177,88.5,0,0,1,2,2,2,0
239449,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,170,170,0,-170,0.0,170,170.0,0,0,0,1,1,1,0
239470,1.8,1.2857142857142858,3.0,55.0,16.666666666666668,8.0,7.0,16,63,150,87,-5.0,166,18.444444444444443,2,4,6,9,9,9,1
239529,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,29,29,0,-29,0.0,29,29.0,1,1,1,1,1,1,0
239603,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,149,149,0,-149,0.0,149,149.0,0,0,0,1,1,1,0
239604,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,12,12,0,-12,0.0,12,12.0,1,1,1,1,1,1,1
239660,1.0,1.0,20.0,31.0,17.0,31.0,20.0,140,171,51,-120,-11.0,191,63.666666666666664,0,0,0,2,3,3,0
239698,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,188,188,0,-188,0.0,188,188.0,0,0,0,0,1,1,0
239746,1.3333333333333333,1.0,31.0,13.0,26.25,61.0,13.0,73,140,105,-36,-30.0,178,44.5,0,0,1,4,4,4,1
239754,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,188,188,0,-188,0.0,188,188.0,0,0,0,0,1,1,0
239763,2.6666666666666665,2.0,28.0,8.0,8.875,0.0,0.0,94,129,71,-58,28.0,165,20.625,0,0,0,8,8,8,0
239888,1.1666666666666667,1.0,27.0,15.0,19.285714285714285,24.0,22.0,50,137,135,-2,3.0,185,26.428571428571427,0,1,2,6,7,7,0
239949,2.5714285714285716,1.3846153846153846,19.0,0.0,8.666666666666666,9.0,2.0,29,89,156,67,10.0,185,10.277777777777779,1,4,9,17,18,18,1
239975,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,45,45,0,-45,0.0,45,45.0,0,1,1,1,1,1,1
240079,1.0,1.0,51.0,-100.0,25.5,51.0,-100.0,49,74,51,-24,0.0,100,50.0,0,1,1,2,2,2,1
240135,1.0,1.0,24.0,18.0,19.0,34.0,18.0,81,124,76,-48,-10.0,157,39.25,0,0,1,4,4,4,0
240145,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,191,191,0,-191,0.0,191,191.0,0,0,0,0,1,1,0
240184,1.0,1.0,57.0,-100.0,28.5,57.0,-100.0,66,94,57,-38,0.0,123,61.5,0,0,1,2,2,2,1
240192,19.8,6.1875,12.0,2.0,1.2626262626262625,0.0,8.0,4,54,125,71,12.0,129,1.303030303030303,34,52,84,99,99,99,1
240284,1.0,1.0,70.0,-100.0,35.0,70.0,-100.0,115,150,70,-80,0.0,185,92.5,0,0,0,1,2,2,0
240312,1.0,1.0,67.0,8.0,28.8,16.0,53.0,47,116,144,28,51.0,191,38.2,0,1,2,4,5,5,0
240315,2.0,1.2,77.0,12.0,18.0,2.0,15.0,77,95,108,13,75.0,185,30.833333333333332,0,0,2,5,6,6,1
240341,3.0,3.0,0.0,0.0,16.22222222222222,65.0,0.0,19,84,146,62,-65.0,165,18.333333333333332,1,1,6,9,9,9,1
240373,1.4,1.0,52.0,11.0,21.0,7.0,27.0,38,114,147,33,45.0,185,26.428571428571427,0,2,3,6,7,7,1
240379,1.0,1.0,9.0,66.0,26.5,31.0,66.0,79,143,106,-37,-22.0,185,46.25,0,0,1,3,4,4,1
240385,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,134,134,0,-134,0.0,134,134.0,0,0,0,1,1,1,0
240527,3.0,1.3333333333333333,75.0,8.0,14.583333333333334,54.0,8.0,16,91,175,84,21.0,191,15.916666666666666,1,1,6,11,12,12,1
240652,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,171,171,0,-171,0.0,171,171.0,0,0,0,1,1,1,0
240687,1.0,1.0,45.0,45.0,26.0,14.0,45.0,81,117,104,-14,31.0,185,46.25,0,0,1,3,4,4,0
240795,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,92,92,0,-92,0.0,92,92.0,0,0,0,1,1,1,0
240822,1.5,1.0,13.0,87.0,33.333333333333336,87.0,13.0,15,102,100,-2,-74.0,115,38.333333333333336,1,1,1,3,3,3,1
240847,13.333333333333334,5.0,1.0,11.0,1.8625,30.0,23.0,10,92,149,56,-29.0,159,1.9875,1,2,34,80,80,80,0
240850,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,185,185,0,-185,0.0,185,185.0,0,0,0,0,1,1,0
240855,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,165,165,0,-165,0.0,165,165.0,0,0,0,1,1,1,0
241073,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,85,85,0,-85,0.0,85,85.0,0,0,1,1,1,1,0
241380,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,176,176,0,-176,0.0,176,176.0,0,0,0,1,1,1,0
241433,1.6666666666666667,1.0,22.0,6.0,13.8,39.0,2.0,4,45,69,24,-17.0,73,14.6,1,4,5,5,5,5,1
241455,1.8,1.0,3.0,18.0,16.555555555555557,10.0,37.0,23,141,149,8,-7.0,172,19.11111111111111,1,2,4,9,9,9,1
241511,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,124,124,0,-124,0.0,124,124.0,0,0,0,1,1,1,0
241643,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,107,107,0,-107,0.0,107,107.0,0,0,0,1,1,1,0
241687,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,155,155,0,-155,0.0,155,155.0,0,0,0,1,1,1,0
241716,1.25,1.25,0.0,16.0,23.6,56.0,46.0,71,173,118,-55,-56.0,189,37.8,0,0,1,3,5,5,1
241737,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,155,155,0,-155,0.0,155,155.0,0,0,0,1,1,1,0
241785,1.4,1.1666666666666667,8.0,60.0,23.714285714285715,36.0,27.0,18,115,166,51,-28.0,184,26.285714285714285,1,2,3,6,7,7,1
242032,16.8,4.0,3.0,7.0,1.7380952380952381,5.0,9.0,5,91,146,55,-2.0,151,1.7976190476190477,9,25,39,84,84,84,1
242039,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,185,185,0,-185,0.0,185,185.0,0,0,0,0,1,1,0
242072,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,216,216,0,-216,0.0,216,216.0,0,0,0,0,1,1,0
242085,3.2,2.0,7.0,7.0,9.625,0.0,0.0,4,99,154,55,7.0,158,9.875,3,7,7,16,16,16,1
242100,3.3333333333333335,1.6666666666666667,4.0,8.0,11.9,0.0,10.0,84,144,119,-26,4.0,203,20.3,0,0,2,5,10,10,0
242132,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,216,216,0,-216,0.0,216,216.0,0,0,0,0,1,1,0
242141,2.0,1.0,3.0,8.0,14.0,45.0,8.0,157,206,56,-150,-42.0,213,53.25,0,0,0,1,4,4,0
242186,1.0,1.0,40.0,42.0,28.0,44.0,14.0,37,95,140,45,-4.0,177,35.4,0,1,2,5,5,5,1
242199,2.0,2.0,146.0,54.0,33.5,1.0,0.0,16,17,201,184,145.0,217,36.166666666666664,4,4,5,5,6,6,0
242312,1.1666666666666667,1.0,13.0,51.0,25.428571428571427,8.0,35.0,7,63,178,115,5.0,185,26.428571428571427,2,3,4,6,7,7,1
242374,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,80,80,0,-80,0.0,80,80.0,0,0,1,1,1,1,0
242519,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,210,210,0,-210,0.0,210,210.0,0,0,0,0,1,1,0
242528,14.833333333333334,4.45,0.0,5.0,1.8764044943820224,1.0,1.0,10,66,167,101,-1.0,177,1.9887640449438202,20,40,55,89,89,89,1
242540,1.0,1.0,58.0,-100.0,29.0,58.0,-100.0,72,101,58,-43,0.0,130,65.0,0,0,1,2,2,2,1
242560,3.4,2.125,4.0,13.0,7.705882352941177,0.0,8.0,64,121,131,10,4.0,195,11.470588235294118,0,0,3,15,17,17,0
242666,10.666666666666666,4.571428571428571,0.0,1.0,1.71875,2.0,6.0,142,173,55,-119,-2.0,197,6.15625,0,0,0,17,32,32,0
242757,2.0,1.0,2.0,-100.0,1.0,2.0,-100.0,203,204,2,-202,0.0,205,102.5,0,0,0,0,2,2,0
242821,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,142,142,0,-142,0.0,142,142.0,0,0,0,1,1,1,1
242831,1.0,1.0,34.0,61.0,34.0,44.0,31.0,33,108,170,62,-10.0,203,40.6,0,1,2,4,5,5,1
242991,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,192,192,0,-192,0.0,192,192.0,0,0,0,0,1,1,0
243140,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,66,66,0,-66,0.0,66,66.0,0,0,1,1,1,1,1
243163,3.0,1.5,0.0,14.0,5.444444444444445,0.0,16.0,150,173,49,-124,0.0,199,22.11111111111111,0,0,0,6,9,9,0
243298,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,124,124,0,-124,0.0,124,124.0,0,0,0,1,1,1,0
243304,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,213,213,0,-213,0.0,213,213.0,0,0,0,0,1,1,0
243323,1.0,1.0,12.0,-100.0,6.0,12.0,-100.0,178,184,12,-172,0.0,190,95.0,0,0,0,1,2,2,1
243336,3.5,1.75,8.0,1.0,6.285714285714286,0.0,18.0,105,135,44,-91,8.0,149,21.285714285714285,0,0,0,7,7,7,0
243413,2.5,1.6666666666666667,4.0,1.0,13.3,9.0,22.0,7,99,133,33,-5.0,140,14.0,2,4,5,10,10,10,1
243418,1.0,1.0,33.0,47.0,24.0,16.0,47.0,51,90,96,5,17.0,147,36.75,0,1,2,4,4,4,1
243442,21.0,6.0,2.0,0.0,1.2301587301587302,0.0,1.0,32,119,155,36,2.0,187,1.4841269841269842,0,16,32,120,126,126,1
243525,2.0,2.0,1.0,-100.0,0.5,1.0,-100.0,198,198,1,-198,0.0,199,99.5,0,0,0,0,2,2,0
243585,1.3333333333333333,1.0,13.0,33.0,15.0,14.0,33.0,4,34,60,25,-1.0,64,16.0,2,3,4,4,4,4,1
243667,1.1666666666666667,1.0,65.0,10.0,23.714285714285715,13.0,46.0,25,108,166,58,52.0,191,27.285714285714285,1,2,3,6,7,7,1
243931,1.0,1.0,27.0,32.0,30.4,54.0,39.0,40,133,152,19,-27.0,192,38.4,0,1,1,4,5,5,0
244010,7.0,2.8,9.0,1.0,2.0714285714285716,6.0,8.0,150,166,29,-137,3.0,179,12.785714285714286,0,0,0,14,14,14,0
244207,25.5,7.65,0.0,4.0,1.0784313725490196,0.0,0.0,4,80,165,85,0.0,169,1.1045751633986929,33,64,91,153,153,153,1
244222,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,136,136,0,-136,0.0,136,136.0,0,0,0,1,1,1,0
244291,4.166666666666667,1.4705882352941178,4.0,18.0,6.12,6.0,6.0,24,106,153,47,-2.0,177,7.08,2,4,10,25,25,25,1
244307,1.0,1.0,147.0,-100.0,73.5,147.0,-100.0,65,138,147,8,0.0,212,106.0,0,0,1,1,2,2,1
244385,1.0,1.0,17.0,-100.0,8.5,17.0,-100.0,15,23,17,-7,0.0,32,16.0,1,2,2,2,2,2,0
244418,1.0,1.0,57.0,-100.0,28.5,57.0,-100.0,91,119,57,-63,0.0,148,74.0,0,0,0,2,2,2,1
244541,1.0,1.0,29.0,-100.0,14.5,29.0,-100.0,166,180,29,-152,0.0,195,97.5,0,0,0,1,2,2,0
244701,3.3333333333333335,2.0,14.0,5.0,6.0,0.0,6.0,4,20,60,40,14.0,64,6.4,6,9,10,10,10,10,1
244705,10.0,3.3333333333333335,0.0,6.0,2.5,0.0,0.0,185,200,25,-176,0.0,210,21.0,0,0,0,0,10,10,0
244755,2.0,1.3333333333333333,0.0,10.0,13.0,41.0,8.0,22,87,104,16,-41.0,126,15.75,1,1,5,8,8,8,1
244848,18.5,6.9375,1.0,0.0,1.5495495495495495,0.0,0.0,32,94,172,78,1.0,204,1.837837837837838,0,22,49,103,111,111,1
244941,2.5,1.6666666666666667,55.0,0.0,14.0,6.0,9.0,135,150,70,-80,49.0,205,41.0,0,0,0,4,5,5,0
245044,1.0,1.0,59.0,-100.0,29.5,59.0,-100.0,4,33,59,25,0.0,63,31.5,1,1,2,2,2,2,1
245063,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,43,43,0,-43,0.0,43,43.0,0,1,1,1,1,1,0
245086,1.0,1.0,23.0,-100.0,11.5,23.0,-100.0,72,83,23,-61,0.0,95,47.5,0,0,1,2,2,2,0
245145,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,16,16,0,-16,0.0,16,16.0,1,1,1,1,1,1,0
245210,1.0,1.0,125.0,-100.0,62.5,125.0,-100.0,5,67,125,57,0.0,130,65.0,1,1,1,2,2,2,0
245225,2.0,1.0,3.0,98.0,25.833333333333332,29.0,18.0,37,87,155,67,-26.0,192,32.0,0,1,3,4,6,6,1
245262,1.25,1.0,30.0,14.0,26.2,80.0,7.0,54,141,131,-10,-50.0,185,37.0,0,1,1,4,5,5,0
245303,3.0,1.4,15.0,4.0,7.666666666666667,12.0,0.0,24,124,161,37,3.0,185,8.80952380952381,1,5,8,20,21,21,0
245446,2.0,1.6,30.0,0.0,23.5,2.0,26.0,8,101,188,87,28.0,196,24.5,2,4,4,7,8,8,0
245473,1.0,1.0,27.0,7.0,20.75,49.0,7.0,102,154,83,-72,-22.0,185,46.25,0,0,0,3,4,4,0
245599,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,87,87,0,-87,0.0,87,87.0,0,0,1,1,1,1,0
245793,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,180,180,0,-180,0.0,180,180.0,0,0,0,1,1,1,0
245876,3.0,1.5,1.0,0.0,0.3333333333333333,0.0,1.0,155,155,1,-154,1.0,156,52.0,0,0,0,3,3,3,0
245942,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,137,137,0,-137,0.0,137,137.0,0,0,0,1,1,1,1
246160,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,155,155,0,-155,0.0,155,155.0,0,0,0,1,1,1,0
246162,2.5,1.25,55.0,8.0,16.2,8.0,49.0,10,99,162,62,47.0,172,17.2,2,2,3,10,10,10,1
246183,2.0,1.2,26.0,2.0,10.0,12.0,1.0,102,124,60,-65,14.0,162,27.0,0,0,0,6,6,6,0
246311,1.0,1.0,34.0,36.0,24.0,26.0,36.0,108,152,96,-56,8.0,204,51.0,0,0,0,3,4,4,0
246389,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,141,141,0,-141,0.0,141,141.0,0,0,0,1,1,1,0
246463,6.0,3.0,4.0,0.0,0.8333333333333334,1.0,0.0,102,103,5,-98,3.0,107,17.833333333333332,0,0,0,6,6,6,0
246506,3.2857142857142856,1.3529411764705883,17.0,1.0,8.08695652173913,9.0,20.0,10,122,186,64,8.0,196,8.521739130434783,2,3,6,22,23,23,1
246544,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,196,196,0,-196,0.0,196,196.0,0,0,0,0,1,1,0
246606,4.0,2.0,13.0,3.0,3.375,0.0,1.0,158,159,27,-132,13.0,185,23.125,0,0,0,7,8,8,1
246775,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,203,203,0,-203,0.0,203,203.0,0,0,0,0,1,1,0
246798,1.6666666666666667,1.25,37.0,35.0,16.8,19.0,56.0,17,98,168,70,18.0,185,18.5,1,2,2,9,10,10,1
246818,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,197,197,0,-197,0.0,197,197.0,0,0,0,0,1,1,0
246851,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,179,179,0,-179,0.0,179,179.0,0,0,0,1,1,1,0
246920,1.0,1.0,49.0,68.0,36.75,30.0,68.0,16,80,147,67,19.0,163,40.75,1,2,2,4,4,4,1
246930,1.0,1.0,21.0,-100.0,10.5,21.0,-100.0,23,33,21,-13,0.0,44,22.0,1,2,2,2,2,2,0
246983,1.0,1.0,107.0,-100.0,53.5,107.0,-100.0,72,125,107,-19,0.0,179,89.5,0,0,1,2,2,2,0
246989,1.2,1.0,39.0,13.0,27.333333333333332,52.0,50.0,31,138,164,26,-13.0,195,32.5,0,1,2,5,6,6,1
247075,1.0,1.0,73.0,-100.0,36.5,73.0,-100.0,74,110,73,-38,0.0,147,73.5,0,0,1,2,2,2,0
247084,19.4,4.85,1.0,0.0,1.4123711340206186,0.0,5.0,5,72,137,65,1.0,142,1.4639175257731958,31,46,55,97,97,97,1
