clientbankpartner_pin,client_pin,partner_src_type_ccode,client_start_date,partnerrolestart_date
136737,315927,4,2020-06-15,2019-04-01
119617,315934,4,2020-06-12,2020-05-01
4054,315935,5,2020-06-12,2019-06-01
130756,315937,1,2020-06-13,2019-03-01
267500,315940,4,2020-06-23,2020-04-01
191765,315943,1,2020-06-13,2019-09-01
255747,315944,4,2020-06-15,2020-02-01
301515,315946,4,2020-06-12,2020-05-01
10772,315947,4,2020-06-12,2019-11-01
126197,315948,4,2020-06-16,2019-07-01
4436,315949,5,2020-06-12,2020-06-01
236568,315950,4,2020-06-12,2020-02-01
248502,315952,4,2020-06-15,2020-02-01
293590,315953,1,2020-07-24,2020-05-01
124838,315955,4,2020-06-15,2019-03-01
2886,315956,5,2020-06-16,2020-03-01
3199,315957,5,2020-06-13,2019-06-01
158358,315959,1,2020-06-19,2019-07-01
158358,315960,1,2020-07-10,2019-07-01
10562,315961,4,2020-06-12,2020-01-01
158358,315962,1,2020-06-19,2019-07-01
158358,315963,1,2020-06-19,2019-07-01
2007,315965,5,2020-06-14,2020-02-01
120651,315970,1,2020-06-13,2020-04-01
121915,315972,4,2020-06-15,2020-02-01
121401,315978,4,2020-07-27,2019-01-01
121390,315982,4,2020-06-13,2019-02-01
180070,315986,4,2020-06-19,2019-09-01
5077,315987,5,2020-06-13,2020-06-01
5077,315989,5,2020-06-13,2020-06-01
121915,315990,4,2020-06-14,2020-02-01
121915,315991,4,2020-06-15,2020-02-01
258542,315992,4,2020-06-21,2020-04-01
225752,315993,4,2020-06-14,2020-01-01
118790,315994,4,2020-06-12,2020-04-01
167195,315995,4,2020-06-13,2019-07-01
118790,315996,4,2020-06-12,2020-04-01
118790,315997,4,2020-06-12,2020-04-01
172174,316001,4,2020-06-19,2020-03-01
4436,316002,5,2020-06-23,2020-06-01
259019,316003,4,2020-06-12,2020-03-01
4585,316004,5,2020-06-12,2020-02-01
165358,316005,4,2020-06-19,2019-07-01
4436,316006,5,2020-06-12,2020-06-01
172174,316007,4,2020-06-19,2020-03-01
274358,316008,4,2020-06-27,2020-04-01
141828,316011,4,2020-06-13,2019-06-01
172174,316012,4,2020-06-19,2020-03-01
172174,316013,4,2020-06-19,2020-03-01
218115,316014,4,2020-06-14,2019-12-01
218115,316016,4,2020-06-14,2019-12-01
240192,316019,4,2020-06-21,2020-04-01
295057,316020,4,2020-06-15,2020-05-01
240192,316021,4,2020-06-15,2020-04-01
10772,316022,4,2020-06-12,2019-11-01
240192,316023,4,2020-06-15,2020-04-01
120256,316025,1,2020-06-12,2019-04-01
120256,316026,1,2020-06-12,2019-04-01
4436,316034,5,2020-06-22,2020-06-01
3199,316037,5,2020-06-12,2019-06-01
295057,316042,4,2020-06-16,2020-05-01
240192,316043,4,2020-06-21,2020-04-01
13596,316044,1,2020-06-14,2020-01-01
3025,316046,5,2020-06-13,2020-01-01
122002,316048,4,2020-06-14,2019-02-01
172174,316049,4,2020-06-19,2020-03-01
12163,316053,4,2020-06-14,2019-06-01
118435,316054,4,2020-06-12,2020-02-01
122002,316058,4,2020-06-14,2019-02-01
165358,316062,4,2020-06-14,2019-07-01
12163,316063,4,2020-06-14,2019-06-01
158358,316066,1,2020-06-19,2019-07-01
122002,316067,4,2020-06-14,2019-02-01
295057,316070,4,2020-07-11,2020-05-01
172174,316073,4,2020-06-19,2020-03-01
239949,316074,4,2020-06-28,2020-02-01
158358,316075,1,2020-06-19,2019-07-01
119355,316076,4,2020-06-15,2020-01-01
119355,316077,4,2020-06-15,2020-01-01
121905,316078,1,2020-06-12,2019-05-01
4054,316079,5,2020-06-13,2019-06-01
121518,316081,1,2020-06-16,2019-02-01
295057,316084,4,2020-06-13,2020-05-01
180158,316087,4,2020-06-16,2019-08-01
270277,316094,4,2020-07-19,2020-04-01
238408,316095,4,2020-06-12,2020-01-01
304323,316097,4,2020-06-21,2020-06-01
123986,316103,4,2020-06-16,2019-10-01
252356,316104,4,2020-06-12,2020-03-01
304323,316105,4,2020-07-09,2020-06-01
123986,316107,4,2020-06-12,2019-10-01
304323,316109,4,2020-06-16,2020-06-01
267605,316110,4,2020-06-19,2020-04-01
243442,316111,4,2020-06-20,2020-02-01
304323,316114,4,2020-06-30,2020-06-01
243442,316116,4,2020-06-20,2020-02-01
267605,316117,4,2020-06-19,2020-04-01
252356,316120,4,2020-06-12,2020-03-01
301762,316121,4,2020-06-20,2020-05-01
267605,316122,4,2020-06-19,2020-04-01
1869,316125,5,2020-06-12,2020-05-01
301521,316126,4,2020-06-23,2020-05-01
282982,316130,1,2020-06-20,2020-05-01
1887,316131,5,2020-06-12,2019-01-01
243442,316132,4,2020-07-09,2020-02-01
234131,316134,4,2020-06-12,2020-03-01
125196,316135,1,2020-06-15,2019-02-01
119827,316136,4,2020-06-13,2020-01-01
119908,316137,4,2020-06-16,2019-06-01
267605,316138,4,2020-06-19,2020-04-01
267605,316139,4,2020-06-19,2020-04-01
267605,316140,4,2020-06-19,2020-04-01
267605,316145,4,2020-06-26,2020-04-01
3199,316146,5,2020-06-16,2019-06-01
188108,316148,4,2020-06-26,2019-10-01
282982,316150,1,2020-06-16,2020-05-01
267768,316151,4,2020-06-20,2020-04-01
267768,316152,4,2020-06-20,2020-04-01
267768,316153,4,2020-06-20,2020-04-01
133772,316154,4,2020-06-16,2019-12-01
236568,316155,4,2020-06-12,2020-02-01
13563,316156,1,2020-06-14,2019-09-01
133772,316157,4,2020-06-19,2019-12-01
133772,316159,4,2020-06-19,2019-12-01
164540,316160,4,2020-06-12,2019-09-01
117608,316163,4,2020-06-12,2019-11-01
133772,316169,4,2020-06-16,2019-12-01
3898,316170,5,2020-06-12,2019-01-01
268309,316174,4,2020-06-16,2020-04-01
236304,316176,4,2020-06-19,2020-02-01
8613,316177,1,2020-06-16,2019-03-01
267768,316178,4,2020-06-19,2020-04-01
267768,316179,4,2020-06-19,2020-04-01
3898,316183,5,2020-06-12,2019-01-01
160445,316184,4,2020-06-15,2019-10-01
295972,316188,4,2020-06-13,2020-05-01
7641,316189,4,2020-06-16,2019-10-01
3199,316195,5,2020-06-16,2019-06-01
130773,316200,1,2020-06-12,2019-03-01
4054,316201,5,2020-06-12,2019-06-01
132391,316205,4,2020-06-15,2019-04-01
130773,316206,1,2020-06-12,2019-03-01
186314,316207,4,2020-06-12,2019-10-01
1514,316208,5,2020-06-20,2019-05-01
130773,316210,1,2020-06-12,2019-03-01
126843,316213,1,2020-06-14,2019-05-01
127343,316214,4,2020-06-19,2019-12-01
197420,316216,4,2020-06-19,2020-03-01
247661,316217,4,2020-06-20,2020-02-01
220547,316218,4,2020-06-19,2020-04-01
211225,316220,4,2020-06-21,2019-11-01
216653,316221,4,2020-06-16,2019-12-01
123986,316223,4,2020-06-16,2019-10-01
216653,316224,4,2020-06-15,2019-12-01
5061,316225,5,2020-06-12,2020-05-01
130773,316226,1,2020-06-12,2019-03-01
120256,316227,1,2020-06-27,2019-04-01
120256,316229,1,2020-06-27,2019-04-01
278235,316231,4,2020-06-14,2020-04-01
147275,316232,4,2020-06-26,2019-05-01
190547,316235,1,2020-06-20,2019-09-01
4054,316240,5,2020-06-12,2019-06-01
11294,316242,1,2020-06-12,2019-06-01
8107,316243,4,2020-06-16,2019-10-01
11294,316245,1,2020-06-12,2019-06-01
206149,316246,4,2020-06-23,2019-12-01
11294,316249,1,2020-06-12,2019-06-01
236568,316251,4,2020-06-12,2020-02-01
277549,316252,4,2020-06-20,2020-04-01
289458,316253,4,2020-06-16,2020-05-01
218115,316255,4,2020-06-19,2019-12-01
167195,316257,4,2020-06-15,2019-07-01
167195,316258,4,2020-06-15,2019-07-01
119469,316259,4,2020-06-15,2020-02-01
274358,316261,4,2020-06-19,2020-04-01
120113,316262,4,2020-06-20,2019-02-01
218115,316263,4,2020-06-19,2019-12-01
274358,316264,4,2020-06-19,2020-04-01
121401,316266,4,2020-09-10,2019-01-01
167195,316269,4,2020-06-23,2019-07-01
167195,316270,4,2020-06-23,2019-07-01
167195,316271,4,2020-07-17,2019-07-01
167195,316272,4,2020-07-17,2019-07-01
167195,316274,4,2020-06-21,2019-07-01
167195,316275,4,2020-06-21,2019-07-01
295057,316276,4,2020-06-16,2020-05-01
119355,316278,4,2020-06-21,2020-01-01
165358,316279,4,2020-06-14,2019-07-01
119355,316280,4,2020-06-20,2020-01-01
167195,316281,4,2020-07-09,2019-07-01
2162,316283,5,2020-06-15,2020-01-01
242032,316285,4,2020-06-13,2020-02-01
119469,316292,4,2020-06-15,2020-02-01
298108,316295,4,2020-06-13,2020-05-01
211614,316296,4,2020-06-13,2019-11-01
211614,316297,4,2020-06-14,2019-11-01
211614,316298,4,2020-06-15,2019-11-01
13118,316302,1,2020-06-14,2019-01-01
165358,316306,4,2020-06-14,2019-07-01
151550,316308,4,2020-06-16,2019-10-01
834,316312,5,2020-07-12,2020-05-01
258542,316320,4,2020-06-26,2020-04-01
258542,316321,4,2020-06-26,2020-04-01
135840,316322,4,2020-06-13,2019-04-01
4941,316323,5,2020-06-13,2020-04-01
4941,316324,5,2020-06-13,2020-04-01
244848,316325,4,2020-06-15,2020-02-01
4436,316327,5,2020-06-13,2020-06-01
244848,316328,4,2020-06-27,2020-02-01
274358,316330,4,2020-06-19,2020-04-01
119469,316332,4,2020-06-15,2020-02-01
121518,316333,1,2020-06-15,2019-02-01
121518,316334,1,2020-06-16,2019-02-01
169428,316335,4,2020-06-21,2019-09-01
4941,316337,5,2020-06-13,2020-04-01
4941,316338,5,2020-06-13,2020-04-01
4941,316339,5,2020-06-13,2020-04-01
120953,316343,4,2020-06-26,2018-12-01
244848,316344,4,2020-06-15,2020-02-01
218115,316346,4,2020-06-19,2019-12-01
3997,316347,5,2020-06-14,2019-06-01
4102,316349,5,2020-06-14,2019-06-01
218362,316352,1,2020-06-14,2020-03-01
120953,316355,4,2020-07-19,2018-12-01
120953,316358,4,2020-06-22,2018-12-01
152678,316359,4,2020-06-21,2019-12-01
120953,316360,4,2020-06-21,2018-12-01
130756,316363,1,2020-06-13,2019-03-01
173025,316364,4,2020-06-19,2019-08-01
120715,316365,4,2020-06-14,2018-12-01
120715,316366,4,2020-06-14,2018-12-01
164540,316370,4,2020-06-13,2019-09-01
282982,316372,1,2020-06-19,2020-05-01
120715,316377,4,2020-06-16,2018-12-01
120715,316381,4,2020-06-22,2018-12-01
119263,316383,1,2020-06-14,2020-03-01
4890,316384,5,2020-06-16,2020-03-01
14330,316385,4,2020-06-22,2020-02-01
223317,316387,4,2020-06-23,2019-12-01
223317,316394,4,2020-06-20,2019-12-01
215107,316397,4,2020-06-20,2019-12-01
125718,316398,4,2020-06-16,2019-03-01
282982,316400,1,2020-06-20,2020-05-01
4639,316401,5,2020-06-13,2020-03-01
118818,316402,4,2020-06-13,2019-12-01
7642,316403,1,2020-06-13,2019-05-01
189690,316405,4,2020-06-16,2019-12-01
3504,316408,5,2020-06-12,2019-04-01
247084,316409,4,2020-06-20,2020-03-01
4102,316410,5,2020-06-13,2019-06-01
13173,316414,4,2020-06-16,2019-06-01
123986,316415,4,2020-06-19,2019-10-01
220629,316418,4,2020-06-12,2020-03-01
1639,316419,5,2020-06-12,2019-02-01
137145,316420,4,2020-06-16,2019-04-01
3966,316422,5,2020-06-12,2020-05-01
12786,316424,4,2020-06-12,2020-01-01
133772,316425,4,2020-06-16,2019-12-01
295057,316426,4,2020-06-23,2020-05-01
12786,316430,4,2020-06-12,2020-01-01
167939,316431,4,2020-06-19,2019-11-01
8698,316433,1,2020-06-20,2019-09-01
120841,316439,4,2020-06-14,2019-01-01
147275,316441,4,2020-06-26,2019-05-01
244848,316446,4,2020-06-15,2020-02-01
182517,316448,4,2020-06-12,2019-11-01
4664,316449,5,2020-06-12,2019-12-01
3896,316460,5,2020-06-13,2019-01-01
211308,316461,4,2020-06-19,2019-11-01
137145,316462,4,2020-06-20,2019-04-01
165987,316463,3,2020-06-16,2019-09-01
244848,316468,4,2020-06-15,2020-02-01
247084,316469,4,2020-06-21,2020-03-01
7076,316470,3,2020-07-09,2020-04-01
13869,316472,4,2020-06-16,2019-07-01
6384,316478,1,2020-06-16,2019-05-01
264590,316480,4,2020-06-12,2020-03-01
121579,316484,4,2020-06-15,2018-12-01
126843,316486,1,2020-06-12,2019-05-01
14732,316489,1,2020-06-12,2020-05-01
121333,316490,1,2020-06-16,2019-01-01
176615,316491,4,2020-06-12,2019-10-01
165323,316492,4,2020-09-15,2019-09-01
4218,316495,5,2020-06-13,2019-10-01
251548,316496,4,2020-06-14,2020-03-01
123986,316498,4,2020-06-16,2019-10-01
123986,316501,4,2020-06-12,2019-10-01
123986,316502,4,2020-06-13,2019-10-01
119997,316503,4,2020-06-13,2019-11-01
3913,316506,5,2020-06-12,2020-06-01
3600,316508,5,2020-06-13,2020-06-01
264590,316509,4,2020-06-12,2020-03-01
169627,316510,4,2020-06-13,2019-08-01
14159,316512,4,2020-06-12,2019-05-01
6635,316513,4,2020-06-13,2019-12-01
119997,316514,4,2020-06-13,2019-11-01
177878,316516,4,2020-06-13,2019-12-01
11294,316517,1,2020-06-12,2019-06-01
121029,316518,4,2020-06-14,2019-12-01
237942,316519,1,2020-06-13,2020-01-01
121029,316521,4,2020-06-14,2019-12-01
4054,316522,5,2020-06-12,2019-06-01
268586,316523,4,2020-06-29,2020-04-01
135840,316526,4,2020-06-13,2019-04-01
4054,316527,5,2020-06-20,2019-06-01
13220,316532,4,2020-06-19,2020-05-01
194364,316542,4,2020-06-12,2020-04-01
236568,316543,4,2020-06-12,2020-02-01
3989,316545,5,2020-06-12,2020-02-01
237942,316547,1,2020-06-13,2020-01-01
230196,316550,4,2020-06-15,2020-01-01
237942,316552,1,2020-06-13,2020-01-01
237942,316554,1,2020-06-21,2020-01-01
180070,316555,4,2020-06-14,2019-09-01
233964,316558,4,2020-06-26,2020-04-01
599,316559,5,2020-06-13,2020-02-01
280332,316561,4,2020-06-13,2020-04-01
304323,316568,4,2020-06-30,2020-06-01
183362,316570,1,2020-06-14,2019-09-01
3969,316573,5,2020-06-15,2020-01-01
3550,316577,5,2020-06-14,2019-07-01
121729,316578,1,2020-06-13,2019-01-01
304323,316579,4,2020-06-20,2020-06-01
195247,316582,4,2020-06-19,2019-10-01
834,316584,5,2020-07-12,2020-05-01
834,316585,5,2020-06-21,2020-05-01
128869,316588,4,2020-06-14,2019-07-01
123986,316592,4,2020-06-16,2019-10-01
130756,316598,1,2020-06-13,2019-03-01
280332,316599,4,2020-06-14,2020-04-01
188108,316606,4,2020-06-21,2019-10-01
218115,316609,4,2020-07-18,2019-12-01
134505,316610,4,2020-06-13,2019-09-01
121401,316611,4,2020-06-14,2019-01-01
120841,316612,4,2020-06-15,2019-01-01
218115,316613,4,2020-06-19,2019-12-01
135070,316617,4,2020-06-20,2019-08-01
211614,316618,4,2020-06-15,2019-11-01
191591,316620,1,2020-06-21,2019-10-01
162474,316621,4,2020-07-17,2019-08-01
145198,316622,4,2020-06-19,2019-06-01
135070,316623,4,2020-06-17,2019-08-01
119469,316625,4,2020-06-19,2020-02-01
172174,316630,4,2020-06-19,2020-03-01
235287,316631,4,2020-06-14,2020-01-01
162474,316639,4,2020-08-01,2019-08-01
135070,316640,4,2020-06-16,2019-08-01
135070,316641,4,2020-06-22,2019-08-01
4436,316643,5,2020-06-13,2020-06-01
5512,316646,4,2020-06-13,2019-09-01
121518,316653,1,2020-06-15,2019-02-01
172174,316655,4,2020-06-19,2020-03-01
242032,316656,4,2020-06-13,2020-02-01
4054,316657,5,2020-06-13,2019-06-01
3859,316659,5,2020-06-14,2019-09-01
123144,316661,4,2020-06-14,2020-02-01
4964,316662,5,2020-06-13,2020-04-01
834,316672,5,2020-06-21,2020-05-01
121676,316673,4,2020-06-13,2019-01-01
188108,316678,4,2020-06-15,2019-10-01
188108,316679,4,2020-06-15,2019-10-01
274358,316683,4,2020-06-19,2020-04-01
218115,316684,4,2020-06-19,2019-12-01
280332,316694,4,2020-06-14,2020-04-01
235231,316701,4,2020-06-28,2020-01-01
188403,316703,4,2020-06-19,2019-10-01
123986,316707,4,2020-06-19,2019-10-01
130756,316710,1,2020-06-19,2019-03-01
3859,316711,5,2020-06-13,2019-09-01
125198,316713,4,2020-06-15,2019-02-01
121401,316717,4,2020-09-13,2019-01-01
2357,316721,5,2020-06-13,2020-02-01
123986,316727,4,2020-06-13,2019-10-01
225103,316730,4,2020-06-19,2019-12-01
132342,316731,4,2020-06-14,2019-04-01
3612,316732,5,2020-06-13,2019-10-01
1093,316736,5,2020-06-14,2020-06-01
188403,316738,4,2020-06-19,2019-10-01
137145,316740,4,2020-06-16,2019-04-01
4054,316744,5,2020-06-13,2019-06-01
129959,316749,4,2020-06-15,2019-05-01
136680,316750,4,2020-06-14,2020-02-01
4486,316755,5,2020-06-20,2019-09-01
120841,316756,4,2020-06-20,2019-01-01
4936,316758,5,2020-06-14,2020-03-01
120741,316759,1,2020-06-13,2018-12-01
5860,316760,4,2020-06-14,2018-12-01
122016,316764,1,2020-06-19,2019-01-01
275302,316765,4,2020-06-14,2020-04-01
2846,316769,5,2020-06-30,2020-01-01
275302,316770,4,2020-06-14,2020-04-01
264590,316773,4,2020-06-14,2020-03-01
4054,316774,5,2020-06-29,2019-06-01
243442,316775,4,2020-07-09,2020-02-01
120476,316777,4,2020-06-13,2020-05-01
3700,316779,5,2020-06-23,2019-10-01
117608,316781,4,2020-06-13,2019-11-01
4683,316785,5,2020-06-13,2019-12-01
123986,316787,4,2020-06-17,2019-10-01
275302,316791,4,2020-06-14,2020-04-01
1770,316792,5,2020-06-13,2019-12-01
286,316794,5,2020-06-21,2019-10-01
275302,316796,4,2020-06-14,2020-04-01
119665,316797,4,2020-06-20,2019-06-01
167939,316798,4,2020-06-15,2019-11-01
119087,316801,4,2020-06-21,2019-12-01
137145,316806,4,2020-06-16,2019-04-01
167939,316808,4,2020-06-15,2019-11-01
14844,316809,1,2020-06-13,2019-05-01
278235,316816,4,2020-06-13,2020-04-01
4054,316820,5,2020-06-13,2019-06-01
926,316822,5,2020-06-27,2020-04-01
215217,316829,4,2020-06-13,2019-12-01
124475,316837,4,2020-06-19,2019-08-01
286,316840,5,2020-06-23,2019-10-01
137145,316841,4,2020-06-21,2019-04-01
276196,316843,1,2020-06-13,2020-04-01
119908,316846,4,2020-06-13,2019-06-01
926,316847,5,2020-06-19,2020-04-01
2597,316849,5,2020-06-15,2019-10-01
4639,316851,5,2020-06-14,2020-03-01
120948,316853,4,2020-06-20,2020-01-01
121915,316855,4,2020-07-19,2020-02-01
4272,316856,5,2020-06-13,2019-10-01
120741,316861,1,2020-06-13,2018-12-01
252883,316863,4,2020-06-13,2020-03-01
119355,316865,4,2020-06-23,2020-01-01
119733,316867,4,2020-06-20,2019-12-01
135840,316868,4,2020-06-13,2019-04-01
171972,316872,4,2020-06-19,2019-08-01
117615,316877,4,2020-06-15,2019-09-01
9002,316885,1,2020-06-14,2019-10-01
4532,316889,5,2020-06-13,2020-02-01
121029,316893,4,2020-06-13,2019-12-01
235287,316894,4,2020-06-19,2020-01-01
235287,316899,4,2020-06-15,2020-01-01
235287,316900,4,2020-06-22,2020-01-01
4263,316903,5,2020-06-13,2020-04-01
8698,316906,1,2020-06-21,2019-09-01
258607,316910,4,2020-06-14,2020-03-01
137145,316913,4,2020-06-16,2019-04-01
121905,316914,1,2020-06-16,2019-05-01
227419,316916,4,2020-06-13,2020-01-01
11294,316919,1,2020-06-13,2019-06-01
168904,316921,1,2020-06-13,2019-08-01
252646,316925,1,2020-06-14,2020-03-01
11294,316926,1,2020-06-13,2019-06-01
1576,316927,5,2020-06-13,2019-12-01
137145,316928,4,2020-06-20,2019-04-01
247661,316933,4,2020-06-19,2020-02-01
227419,316934,4,2020-06-13,2020-01-01
9002,316936,1,2020-06-13,2019-10-01
138675,316937,1,2020-06-20,2019-05-01
180070,316941,4,2020-06-13,2019-09-01
247661,316943,4,2020-06-21,2020-02-01
186314,316947,4,2020-06-13,2019-10-01
164671,316948,4,2020-06-14,2019-08-01
8858,316949,4,2020-06-19,2019-11-01
118021,316950,4,2020-06-16,2020-02-01
123986,316951,4,2020-06-19,2019-10-01
120651,316953,1,2020-06-13,2020-04-01
202295,316954,4,2020-06-13,2020-04-01
191591,316955,1,2020-06-19,2019-10-01
211826,316959,4,2020-06-19,2019-12-01
227419,316960,4,2020-06-16,2020-01-01
221194,316963,4,2020-06-22,2019-12-01
213275,316965,4,2020-06-28,2020-01-01
249616,316966,4,2020-06-13,2020-05-01
286376,316970,4,2020-06-19,2020-04-01
120841,316971,4,2020-06-15,2019-01-01
121401,316973,4,2020-06-19,2019-01-01
210700,316974,4,2020-07-24,2020-06-01
2792,316982,5,2020-07-09,2020-06-01
227419,316986,4,2020-06-16,2020-01-01
3970,316992,5,2020-06-14,2020-04-01
227419,316995,4,2020-06-16,2020-01-01
135840,316997,4,2020-06-13,2019-04-01
295057,316998,4,2020-06-23,2020-05-01
194175,316999,4,2020-06-19,2019-10-01
236682,317005,4,2020-06-22,2020-01-01
4895,317006,5,2020-06-16,2020-05-01
121113,317009,1,2020-06-15,2018-12-01
126843,317015,1,2020-06-13,2019-05-01
121113,317016,1,2020-06-15,2018-12-01
125198,317017,4,2020-06-19,2019-02-01
304323,317018,4,2020-06-23,2020-06-01
121579,317020,4,2020-06-15,2018-12-01
197420,317024,4,2020-06-19,2020-03-01
9379,317026,4,2020-06-19,2019-03-01
121690,317028,1,2020-06-20,2019-07-01
165358,317029,4,2020-06-14,2019-07-01
4054,317030,5,2020-06-19,2019-06-01
183362,317032,1,2020-06-29,2019-09-01
125198,317033,4,2020-06-22,2019-02-01
260082,317034,4,2020-06-14,2020-03-01
169627,317041,4,2020-06-13,2019-08-01
304323,317043,4,2020-06-23,2020-06-01
132505,317045,4,2020-06-13,2020-02-01
216653,317048,4,2020-06-16,2019-12-01
131127,317055,4,2020-06-14,2019-03-01
2792,317056,5,2020-07-09,2020-06-01
183362,317057,1,2020-06-29,2019-09-01
183362,317058,1,2020-06-29,2019-09-01
147275,317059,4,2020-06-26,2019-05-01
120841,317062,4,2020-06-13,2019-01-01
11294,317063,1,2020-06-13,2019-06-01
125198,317065,4,2020-06-16,2019-02-01
234131,317067,4,2020-06-30,2020-03-01
153497,317069,4,2020-06-21,2019-07-01
278496,317070,1,2020-06-13,2020-04-01
136737,317075,4,2020-06-13,2019-04-01
134717,317076,4,2020-06-30,2020-01-01
2619,317080,5,2020-06-13,2020-02-01
119355,317085,4,2020-06-19,2020-01-01
11294,317086,1,2020-06-13,2019-06-01
227419,317089,4,2020-06-16,2020-01-01
3303,317092,5,2020-06-13,2020-05-01
122016,317093,1,2020-06-19,2019-01-01
3545,317098,5,2020-06-13,2019-11-01
189703,317099,4,2020-06-19,2019-10-01
4656,317100,5,2020-11-05,2020-07-01
3680,317100,5,2020-06-13,2019-02-01
247722,317102,4,2020-06-16,2020-04-01
137145,317104,4,2020-06-16,2019-04-01
147275,317107,4,2020-06-20,2019-05-01
126843,317108,1,2020-06-13,2019-05-01
251548,317113,4,2020-08-08,2020-03-01
251548,317114,4,2020-07-16,2020-03-01
3727,317117,5,2020-06-14,2020-01-01
251548,317118,4,2020-07-25,2020-03-01
210881,317119,4,2020-06-27,2019-11-01
162079,317122,4,2020-06-20,2019-08-01
3859,317131,5,2020-06-15,2019-09-01
130773,317132,1,2020-06-23,2019-03-01
210881,317139,4,2020-06-28,2019-11-01
210881,317142,4,2020-06-28,2019-11-01
310346,317144,4,2020-06-29,2020-06-01
8698,317145,1,2020-06-23,2019-09-01
210881,317147,4,2020-06-27,2019-11-01
4540,317148,5,2020-06-23,2020-02-01
164540,317151,4,2020-06-14,2019-09-01
211614,317152,4,2020-06-15,2019-11-01
120262,317165,1,2020-06-15,2019-11-01
211614,317166,4,2020-06-15,2019-11-01
121905,317172,1,2020-06-14,2019-05-01
251548,317173,4,2020-07-16,2020-03-01
157329,317176,4,2020-06-22,2019-08-01
121020,317177,4,2020-06-20,2020-02-01
121676,317178,4,2020-06-20,2019-01-01
121676,317180,4,2020-06-20,2019-01-01
135070,317183,4,2020-06-22,2019-08-01
135070,317185,4,2020-06-14,2019-08-01
1707,317186,5,2020-06-19,2020-02-01
206015,317187,4,2020-06-20,2019-10-01
8698,317189,1,2020-06-20,2019-09-01
120113,317190,4,2020-06-20,2019-02-01
135070,317193,4,2020-06-21,2019-08-01
1707,317194,5,2020-06-22,2020-02-01
117705,317197,1,2020-06-19,2019-06-01
135070,317205,4,2020-06-19,2019-08-01
135070,317207,4,2020-07-10,2019-08-01
1707,317208,5,2020-06-19,2020-02-01
2007,317210,5,2020-07-10,2020-02-01
3025,317211,5,2020-06-14,2020-01-01
3025,317212,5,2020-06-14,2020-01-01
155163,317215,4,2020-06-16,2019-06-01
118790,317216,4,2020-06-15,2020-04-01
140701,317217,1,2020-06-26,2019-06-01
834,317231,5,2020-06-14,2020-05-01
1489,317235,5,2020-06-20,2020-05-01
252883,317244,4,2020-06-14,2020-03-01
9242,317247,4,2020-06-15,2020-01-01
172174,317249,4,2020-06-19,2020-03-01
12163,317253,4,2020-06-20,2019-06-01
12163,317254,4,2020-06-20,2019-06-01
172174,317258,4,2020-06-19,2020-03-01
218115,317260,4,2020-06-21,2019-12-01
218115,317261,4,2020-06-21,2019-12-01
834,317266,5,2020-06-16,2020-05-01
133231,317268,4,2020-06-21,2019-04-01
264590,317269,4,2020-06-14,2020-03-01
286376,317271,4,2020-06-13,2020-04-01
243442,317273,4,2020-06-23,2020-02-01
243442,317277,4,2020-06-27,2020-02-01
121046,317278,4,2020-06-21,2020-03-01
147210,317280,4,2020-07-20,2019-05-01
278235,317281,4,2020-06-14,2020-04-01
173912,317283,4,2020-06-13,2019-09-01
263662,317284,4,2020-06-21,2020-04-01
123986,317285,4,2020-06-13,2019-10-01
137145,317286,4,2020-06-20,2019-04-01
122002,317290,4,2020-06-15,2019-02-01
119355,317291,4,2020-06-15,2020-01-01
121915,317294,4,2020-06-15,2020-02-01
158358,317297,1,2020-06-19,2019-07-01
121518,317300,1,2020-06-16,2019-02-01
167952,317304,4,2020-06-21,2019-11-01
125477,317310,4,2020-06-21,2020-02-01
12242,317311,4,2020-07-09,2019-06-01
174039,317312,4,2020-06-22,2019-08-01
218269,317314,4,2020-06-13,2019-12-01
211225,317318,4,2020-06-19,2019-11-01
278235,317326,4,2020-06-16,2020-04-01
173025,317329,4,2020-06-13,2019-08-01
198005,317332,4,2020-06-14,2019-10-01
121905,317333,1,2020-06-14,2019-05-01
164540,317336,4,2020-06-23,2019-09-01
169627,317337,4,2020-06-13,2019-08-01
233003,317338,4,2020-06-16,2020-04-01
146785,317342,4,2020-06-13,2019-08-01
223317,317343,4,2020-06-23,2019-12-01
139319,317346,1,2020-06-19,2019-06-01
5512,317347,4,2020-06-14,2019-09-01
229262,317348,4,2020-06-13,2020-01-01
4921,317349,5,2020-06-14,2020-06-01
120840,317356,1,2020-06-23,2019-04-01
8613,317358,1,2020-06-20,2019-03-01
218115,317360,4,2020-06-19,2019-12-01
137145,317361,4,2020-06-20,2019-04-01
278235,317362,4,2020-06-14,2020-04-01
183,317364,5,2020-06-15,2020-06-01
122016,317365,1,2020-06-14,2019-01-01
3795,317366,5,2020-06-22,2019-10-01
130756,317367,1,2020-06-14,2019-03-01
170221,317368,4,2020-06-16,2019-08-01
301819,317371,4,2020-06-28,2020-05-01
280324,317373,4,2020-07-17,2020-04-01
120840,317378,1,2020-06-21,2019-04-01
2993,317381,5,2020-06-13,2019-02-01
3898,317386,5,2020-06-13,2019-01-01
155163,317389,4,2020-06-15,2019-06-01
3966,317390,5,2020-09-30,2020-05-01
3966,317390,5,2020-06-13,2020-05-01
304323,317393,4,2020-06-23,2020-06-01
